,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
1860,House,220000000,Very High,DHA Defence,Karachi,6,10890.04,7,2019,7
1861,House,102000000,Very High,DHA Defence,Karachi,6,5445.02,4,2019,7
1862,House,27500000,High,North Nazimabad,Karachi,6,2178.01,6,2019,7
1863,Flat,10000000,High,DHA Defence,Karachi,3,1089.0,2,2019,7
1864,Flat,11500000,High,DHA Defence,Karachi,3,1089.0,2,2019,7
1866,Flat,9500000,High,Federal B Area,Karachi,2,1579.06,2,2019,7
1867,Flat,9500000,High,Federal B Area,Karachi,3,1524.61,3,2019,7
1868,House,60000000,Very High,Federal B Area,Karachi,4,6534.02,4,2019,7
1870,House,45000000,Very High,DHA Defence,Karachi,5,2069.11,5,2019,7
1871,House,26500000,High,DHA Defence,Karachi,3,1089.0,3,2019,7
1872,House,27000000,High,North Nazimabad,Karachi,5,2613.61,5,2019,7
1874,House,25000000,High,North Nazimabad,Karachi,6,2178.01,5,2019,7
1883,Flat,30000000,Very High,Clifton,Karachi,3,1932.98,3,2019,7
1884,House,80000000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
1885,House,62500000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
1886,Flat,11000000,High,Gulistan-e-Jauhar,Karachi,3,1824.08,3,2019,7
1892,Flat,15000000,Very High,DHA Defence,Karachi,2,1143.45,2,2019,7
1893,Flat,29000000,Very High,Clifton,Karachi,3,2368.58,3,2019,7
1903,House,35500000,Very High,Gulshan-e-Iqbal Town,Karachi,8,2613.61,8,2019,7
1904,House,36500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2613.61,3,2019,7
1905,House,9500000,Low,North Karachi,Karachi,5,1306.8,4,2019,7
1907,House,55000000,Very High,KDA Scheme 1,Karachi,6,2178.01,5,2019,7
1909,House,72500000,Very High,Gulshan-e-Iqbal Town,Karachi,8,5445.02,8,2019,7
1910,Flat,23500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
1922,Flat,25000000,Very High,DHA Defence,Karachi,3,1687.96,3,2019,7
1923,Flat,8500000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
1924,House,95000000,Very High,North Nazimabad,Karachi,6,6534.02,6,2019,7
1925,House,40000000,Very High,North Nazimabad,Karachi,8,2531.93,7,2019,7
1926,House,55000000,Very High,North Nazimabad,Karachi,8,2531.93,7,2019,7
1927,House,45000000,Very High,North Nazimabad,Karachi,8,2531.93,7,2019,7
1928,Flat,56000000,Very High,DHA Defence,Karachi,3,3539.26,3,2019,7
1929,Flat,17500000,Very High,Clifton,Karachi,2,1334.03,2,2019,7
1937,House,42500000,Very High,Gulistan-e-Jauhar,Karachi,8,4356.02,6,2019,7
1938,Flat,25000000,Very High,DHA Defence,Karachi,4,2069.11,3,2019,7
1939,Flat,2500000,Low,Gulshan-e-Iqbal Town,Karachi,1,353.93,1,2019,7
1941,Flat,8000000,High,North Karachi,Karachi,2,1442.93,2,2019,7
1942,House,125000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
1943,Flat,22500000,Very High,DHA Defence,Karachi,4,2069.11,3,2019,7
1951,House,50000000,Very High,Federal B Area,Karachi,8,4356.02,7,2019,7
1952,Flat,10500000,High,North Nazimabad,Karachi,2,1279.58,2,2019,7
1953,Flat,11000000,High,Clifton,Karachi,2,1524.61,2,2019,7
1954,Flat,5400000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1143.45,2,2019,7
1956,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,3,1089.0,2,2019,7
1957,Flat,6200000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1143.45,2,2019,7
1960,Flat,22500000,Very High,Clifton,Karachi,2,1932.98,2,2019,7
1961,House,60000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,3267.01,6,2019,7
1962,Flat,10600000,High,Gulistan-e-Jauhar,Karachi,3,1687.96,3,2019,7
1963,Flat,10600000,High,Gulistan-e-Jauhar,Karachi,3,1687.96,3,2019,7
1972,Flat,7000000,Medium,DHA Defence,Karachi,3,1143.45,2,2019,7
1973,Flat,9000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
1974,Flat,13000000,High,North Nazimabad,Karachi,3,1442.93,2,2019,7
1975,Flat,17000000,Very High,North Nazimabad,Karachi,4,2069.11,3,2019,7
1976,House,100000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
1979,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1034.55,2,2019,7
1982,Flat,22000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
1984,House,22500000,High,Scheme 33,Karachi,5,2613.61,6,2019,7
1985,House,18000000,High,Scheme 33,Karachi,4,2613.61,3,2019,7
1986,House,9400000,Low,Scheme 33,Karachi,3,1306.8,2,2019,7
1987,House,8800000,Low,Scheme 33,Karachi,3,1306.8,2,2019,7
1988,House,12500000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
1989,House,9500000,Low,Scheme 33,Karachi,3,1306.8,2,2019,7
1990,House,14000000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
1991,House,13000000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
1992,House,13000000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
1993,House,13000000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
1995,House,102500000,Very High,Clifton,Karachi,8,5989.52,7,2019,7
1996,House,8200000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2002,House,27000000,High,North Karachi,Karachi,7,2613.61,6,2019,7
2004,House,32500000,High,North Karachi,Karachi,6,2613.61,6,2019,7
2005,House,34500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2178.01,4,2019,7
2006,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
2007,House,55000000,Very High,DHA Defence,Karachi,5,4029.31,5,2019,7
2008,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,789.53,2,2019,7
2009,House,14500000,Medium,Gadap Town,Karachi,5,2178.01,4,2019,7
2015,House,145000000,Very High,DHA Defence,Karachi,5,10890.04,5,2019,7
2016,Flat,19000000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
2017,Flat,9500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2018,House,55000000,Very High,Clifton,Karachi,4,2722.51,4,2019,7
2023,Flat,8000000,High,North Nazimabad,Karachi,3,1633.51,3,2019,7
2024,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,1987.43,3,2019,7
2025,Flat,30000000,Very High,DHA Defence,Karachi,4,2423.03,4,2019,7
2027,Flat,12000000,High,DHA Defence,Karachi,3,1089.0,2,2019,7
2028,Flat,13000000,High,Clifton,Karachi,3,1579.06,2,2019,7
2035,House,4000000,Low,Gadap Town,Karachi,2,925.65,3,2019,7
2037,House,3800000,Low,Gadap Town,Karachi,1,925.65,2,2019,7
2038,House,3800000,Low,Gadap Town,Karachi,1,925.65,1,2019,7
2039,House,4200000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
2040,House,4600000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
2041,House,3600000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
2042,Flat,5000000,Medium,North Nazimabad,Karachi,2,1197.9,2,2019,7
2043,Flat,7000000,Medium,North Nazimabad,Karachi,2,1334.03,2,2019,7
2044,Flat,6500000,Medium,DHA Defence,Karachi,2,735.08,2,2019,7
2045,House,37000000,Very High,DHA Defence,Karachi,3,1089.0,3,2019,7
2048,Flat,13500000,Very High,North Nazimabad,Karachi,3,1442.93,3,2019,7
2052,Flat,4000000,Low,North Karachi,Karachi,2,1034.55,2,2019,7
2053,Flat,3600000,Low,Federal B Area,Karachi,1,1034.55,2,2019,7
2054,House,155000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
2055,House,56500000,Very High,DHA Defence,Karachi,5,3920.41,4,2019,7
2056,House,49500000,Very High,DHA Defence,Karachi,4,2831.41,3,2019,7
2057,House,70000000,Very High,DHA Defence,Karachi,6,3267.01,6,2019,7
2058,House,55000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
2059,Flat,9000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2060,Flat,11000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2061,Flat,14000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2062,Flat,11000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2063,Flat,13000000,High,North Nazimabad,Karachi,3,2668.06,3,2019,7
2064,Flat,11000000,High,North Nazimabad,Karachi,3,2069.11,3,2019,7
2065,Flat,12500000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2066,Flat,17000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2067,Flat,15000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2068,Flat,12500000,High,North Nazimabad,Karachi,2,1334.03,2,2019,7
2069,House,28000000,High,Gulistan-e-Jauhar,Karachi,4,1960.21,4,2019,7
2070,Flat,7000000,Medium,DHA Defence,Karachi,2,735.08,2,2019,7
2083,House,90000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2084,Flat,25000000,Very High,DHA Defence,Karachi,4,2123.56,3,2019,7
2085,Flat,22000000,Very High,DHA Defence,Karachi,4,2123.56,3,2019,7
2086,Flat,35000000,Very High,Clifton,Karachi,3,1742.41,3,2019,7
2099,Flat,4200000,Low,Korangi,Karachi,2,1089.0,2,2019,7
2100,House,102500000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2102,Flat,13600000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
2103,Flat,4200000,Low,North Karachi,Karachi,2,843.98,2,2019,7
2104,House,86000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
2116,Flat,5000000,Medium,North Nazimabad,Karachi,2,898.43,2,2019,7
2117,House,83500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
2120,Flat,6000000,Medium,Federal B Area,Karachi,1,843.98,2,2019,7
2130,House,55000000,Very High,Gulshan-e-Iqbal Town,Karachi,8,4356.02,8,2019,7
2131,House,17000000,High,Korangi,Karachi,5,1225.13,4,2019,7
2132,Flat,11500000,High,Gulshan-e-Iqbal Town,Karachi,3,1442.93,3,2019,7
2134,House,52000000,Very High,DHA Defence,Karachi,3,3267.01,3,2019,7
2135,Flat,7000000,Medium,DHA Defence,Karachi,3,1089.0,2,2019,7
2137,House,120000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2138,House,119000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2141,Flat,22500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
2142,House,85500000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
2143,House,135000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2144,House,130000000,Very High,Clifton,Karachi,7,5989.52,5,2019,7
2146,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1442.93,3,2019,7
2152,Flat,16000000,Very High,Clifton,Karachi,3,1932.98,3,2019,7
2153,Flat,9400000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
2154,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
2160,Flat,7000000,Medium,DHA Defence,Karachi,2,653.4,2,2019,7
2163,House,41500000,Very High,Gulistan-e-Jauhar,Karachi,7,2613.61,6,2019,7
2165,Flat,5000000,Medium,DHA Defence,Karachi,2,653.4,2,2019,7
2166,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2169,House,95000000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2170,House,160000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2171,House,290000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
2172,House,295000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
2173,House,200000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2174,Flat,7000000,Medium,DHA Defence,Karachi,2,1143.45,2,2019,7
2175,House,97500000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
2176,House,95000000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2177,House,260000000,Very High,DHA Defence,Karachi,7,10890.04,7,2019,7
2179,Flat,17500000,Very High,DHA Defence,Karachi,4,1878.53,3,2019,7
2182,Flat,11000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2183,House,65000000,Very High,North Nazimabad,Karachi,6,4356.02,6,2019,7
2184,House,65000000,Very High,North Nazimabad,Karachi,3,6534.02,3,2019,7
2185,House,18000000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
2186,House,18000000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
2188,Flat,7000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2189,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
2190,Flat,15500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1742.41,3,2019,7
2191,Flat,10000000,High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
2192,Flat,8500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2193,Flat,37500000,Very High,Clifton,Karachi,3,2668.06,3,2019,7
2195,House,105000000,Very High,DHA Defence,Karachi,5,3267.01,5,2019,7
2203,House,127500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2204,House,95000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2205,House,76000000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2206,House,62500000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2210,House,32500000,High,DHA Defence,Karachi,3,1089.0,3,2019,7
2211,House,125000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2212,House,240000000,Very High,DHA Defence,Karachi,8,10890.04,6,2019,7
2213,House,81500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2215,Flat,15000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
2216,House,270000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2217,House,290000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2218,House,220000000,Very High,DHA Defence,Karachi,9,10890.04,8,2019,7
2219,House,152500000,Very High,DHA Defence,Karachi,7,10890.04,7,2019,7
2227,House,130000000,Very High,DHA Defence,Karachi,7,5445.02,7,2019,7
2228,House,97500000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2229,House,157500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2231,House,275000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2232,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1334.03,2,2019,7
2233,Flat,24500000,Very High,DHA Defence,Karachi,3,2232.46,3,2019,7
2237,House,95000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2238,Flat,16500000,Very High,DHA Defence,Karachi,4,2178.01,3,2019,7
2239,Flat,12000000,High,DHA Defence,Karachi,3,1442.93,2,2019,7
2240,House,145000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2241,House,450000000,Very High,DHA Defence,Karachi,7,21780.08,7,2019,7
2242,House,115000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2248,House,92500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2249,House,220000000,Very High,DHA Defence,Karachi,8,10890.04,7,2019,7
2250,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1442.93,3,2019,7
2251,Flat,35000000,Very High,Clifton,Karachi,4,2913.09,4,2019,7
2253,Flat,21000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
2258,House,140000000,Very High,DHA Defence,Karachi,6,6534.02,6,2019,7
2259,Flat,55500000,Very High,DHA Defence,Karachi,4,2913.09,3,2019,7
2260,House,25000000,High,Gadap Town,Karachi,6,2613.61,6,2019,7
2261,House,67000000,Very High,North Nazimabad,Karachi,6,4356.02,6,2019,7
2263,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2264,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2265,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2266,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2267,House,72000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2268,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2269,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2271,House,67000000,Very High,North Nazimabad,Karachi,7,4356.02,6,2019,7
2272,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2273,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2274,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2275,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2276,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2277,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2278,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2279,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2280,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2281,House,25000000,High,Gadap Town,Karachi,7,2613.61,6,2019,7
2282,Flat,14500000,Very High,DHA Defence,Karachi,3,1197.9,3,2019,7
2283,House,127500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2284,House,30000000,High,Scheme 33,Karachi,8,2613.61,6,2019,7
2285,House,55000000,Very High,DHA Defence,Karachi,4,5118.32,4,2019,7
2289,House,100000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2290,Flat,19000000,Very High,North Nazimabad,Karachi,3,2178.01,3,2019,7
2291,Flat,7000000,Medium,North Nazimabad,Karachi,3,1334.03,3,2019,7
2296,House,9000000,Low,Gadap Town,Karachi,3,1742.41,3,2019,7
2297,House,49000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,7,2019,7
2300,House,8900000,Low,Gadap Town,Karachi,3,1742.41,3,2019,7
2301,Flat,33500000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
2302,Flat,15000000,Very High,DHA Defence,Karachi,2,1197.9,2,2019,7
2303,Flat,75000000,Very High,DHA Defence,Karachi,3,3947.64,3,2019,7
2304,House,38500000,Very High,Gulistan-e-Jauhar,Karachi,4,4356.02,4,2019,7
2305,Flat,11000000,High,Gulistan-e-Jauhar,Karachi,3,1306.8,3,2019,7
2306,Flat,7500000,Medium,DHA Defence,Karachi,3,1197.9,2,2019,7
2310,Flat,11000000,High,North Nazimabad,Karachi,2,1442.93,2,2019,7
2311,Flat,8500000,High,North Nazimabad,Karachi,3,1579.06,3,2019,7
2312,Flat,5200000,Medium,North Nazimabad,Karachi,2,843.98,2,2019,7
2313,Flat,9500000,High,Gadap Town,Karachi,3,2286.91,3,2019,7
2314,House,95000000,Very High,DHA Defence,Karachi,4,5445.02,4,2019,7
2315,Flat,3000000,Low,Federal B Area,Karachi,1,571.73,1,2019,7
2316,Flat,4200000,Low,Federal B Area,Karachi,2,735.08,2,2019,7
2317,Flat,5500000,Medium,Federal B Area,Karachi,2,898.43,2,2019,7
2318,House,57500000,Very High,Gulshan-e-Iqbal Town,Karachi,6,3267.01,6,2019,7
2331,House,40300000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
2332,Flat,17000000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
2333,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,7,2613.61,6,2019,7
2334,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,7,2613.61,6,2019,7
2335,Flat,7400000,Medium,DHA Defence,Karachi,2,544.5,1,2019,7
2336,Flat,15000000,Very High,DHA Defence,Karachi,3,1334.03,3,2019,7
2337,Flat,35000000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
2343,Flat,12000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2344,Flat,12000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2345,Flat,12000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2346,Flat,12000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2347,Flat,12000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2348,Flat,10000000,High,North Nazimabad,Karachi,3,1579.06,3,2019,7
2349,Flat,15000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2350,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
2351,House,87500000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2352,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
2353,House,52500000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2357,Flat,13500000,Very High,North Nazimabad,Karachi,3,1633.51,3,2019,7
2359,Flat,12500000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
2360,Flat,17500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2069.11,3,2019,7
2361,Flat,20000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
2362,Flat,7500000,Medium,Scheme 33,Karachi,2,1279.58,2,2019,7
2363,House,40000000,Very High,DHA Defence,Karachi,4,1306.8,3,2019,7
2365,House,11000000,Medium,Scheme 33,Karachi,2,1306.8,3,2019,7
2366,Flat,1950000,Low,North Karachi,Karachi,1,544.5,1,2019,7
2371,Flat,1800000,Low,North Karachi,Karachi,1,544.5,1,2019,7
2372,Flat,4600000,Low,North Karachi,Karachi,2,1089.0,2,2019,7
2373,Flat,5100000,Medium,Scheme 33,Karachi,2,1034.55,2,2019,7
2374,Flat,5100000,Medium,Scheme 33,Karachi,2,1034.55,2,2019,7
2375,Flat,5100000,Medium,Scheme 33,Karachi,2,1034.55,2,2019,7
2376,Flat,5100000,Medium,Scheme 33,Karachi,2,1034.55,2,2019,7
2380,Flat,10500000,High,North Nazimabad,Karachi,2,1143.45,2,2019,7
2385,House,11500000,Medium,Scheme 33,Karachi,3,1306.8,2,2019,7
2386,Flat,6000000,Medium,North Nazimabad,Karachi,2,1279.58,2,2019,7
2387,House,25000000,High,North Nazimabad,Karachi,4,2395.81,5,2019,7
2388,Flat,8000000,High,North Nazimabad,Karachi,2,1279.58,2,2019,7
2389,Flat,15000000,Very High,North Nazimabad,Karachi,3,1579.06,3,2019,7
2390,House,115000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2391,House,90000000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
2399,House,36000000,Very High,Gulistan-e-Jauhar,Karachi,8,2613.61,7,2019,7
2400,House,135000000,Very High,DHA Defence,Karachi,8,5445.02,6,2019,7
2402,House,15500000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
2403,Flat,19000000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
2405,Flat,40000000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
2420,Flat,19000000,Very High,North Nazimabad,Karachi,3,2178.01,3,2019,7
2421,Flat,12000000,High,North Nazimabad,Karachi,2,1334.03,2,2019,7
2422,Flat,19000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2913.09,3,2019,7
2423,Flat,18500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2913.09,3,2019,7
2424,House,34000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
2425,House,42500000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
2426,House,65000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,4356.02,6,2019,7
2427,House,145000000,Very High,DHA Defence,Karachi,8,5445.02,6,2019,7
2428,House,30000000,High,DHA Defence,Karachi,5,2232.46,4,2019,7
2434,House,100000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
2435,House,38000000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
2436,Flat,12000000,High,North Nazimabad,Karachi,2,1334.03,2,2019,7
2438,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
2439,House,18000000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
2440,House,18000000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
2441,Flat,15500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1742.41,3,2019,7
2442,Flat,7000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2443,Flat,10000000,High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
2452,Flat,12500000,High,Gulshan-e-Iqbal Town,Karachi,4,2178.01,4,2019,7
2454,House,200000000,Very High,KDA Scheme 1,Karachi,5,5445.02,5,2019,7
2455,House,75000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
2456,Flat,7500000,Medium,North Karachi,Karachi,2,1089.0,2,2019,7
2474,Flat,39500000,Very High,Clifton,Karachi,4,2178.01,3,2019,7
2475,House,47000000,Very High,North Nazimabad,Karachi,8,2531.93,7,2019,7
2476,Flat,3500000,Low,North Karachi,Karachi,2,789.53,2,2019,7
2477,Flat,1900000,Low,North Karachi,Karachi,1,544.5,1,2019,7
2478,Flat,3500000,Low,North Karachi,Karachi,2,789.53,2,2019,7
2479,Flat,2000000,Low,North Karachi,Karachi,1,490.05,1,2019,7
2480,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1334.03,3,2019,7
2481,Flat,11500000,High,Gulshan-e-Iqbal Town,Karachi,3,1388.48,3,2019,7
2482,Flat,14500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
2483,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
2484,Flat,16500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
2485,Flat,5800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
2486,Flat,5500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
2498,House,6000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2499,Flat,4200000,Low,North Nazimabad,Karachi,2,1089.0,2,2019,7
2500,Flat,4300000,Low,North Nazimabad,Karachi,2,1143.45,2,2019,7
2501,Flat,9000000,High,DHA Defence,Karachi,3,1252.35,1,2019,7
2502,Flat,4500000,Low,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
2516,House,130000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2517,House,42500000,Very High,DHA Defence,Karachi,5,1306.8,4,2019,7
2518,House,40000000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
2519,House,185000000,Very High,DHA Defence,Karachi,7,6534.02,6,2019,7
2520,House,155000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
2521,Flat,26000000,Very High,DHA Defence,Karachi,4,2423.03,3,2019,7
2526,House,185000000,Very High,DHA Defence,Karachi,7,7078.53,6,2019,7
2527,Flat,7000000,Medium,DHA Defence,Karachi,2,789.53,2,2019,7
2528,House,155000000,Very High,DHA Defence,Karachi,7,6534.02,6,2019,7
2529,House,130000000,Very High,DHA Defence,Karachi,7,7078.53,6,2019,7
2540,House,105000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2547,Flat,16500000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
