,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
4895,Flat,4800000,Medium,Gulistan-e-Jauhar,Karachi,3,1034.55,2,2019,7
4896,Flat,55000000,Very High,Clifton,Karachi,5,3539.26,5,2019,7
4897,House,14800000,Medium,Gadap Town,Karachi,6,1551.83,4,2019,7
4898,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2178.01,4,2019,7
4899,Flat,8500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
4900,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4901,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4902,House,18000000,High,Gulistan-e-Jauhar,Karachi,3,1306.8,3,2019,7
4903,Flat,9800000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
4904,House,19500000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
4905,Flat,31000000,Very High,Clifton,Karachi,3,2368.58,3,2019,7
4906,Flat,30000000,Very High,Clifton,Karachi,3,2368.58,3,2019,7
4907,Flat,5000000,Medium,North Karachi,Karachi,2,1034.55,2,2019,7
4969,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
4970,House,19000000,High,Gadap Town,Karachi,4,2613.61,3,2019,7
4971,House,69500000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
4972,Flat,3400000,Low,Gadap Town,Karachi,2,816.75,2,2019,7
4973,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
4974,House,115000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
4975,Flat,6200000,Medium,Gulistan-e-Jauhar,Karachi,2,1089.0,2,2019,7
4977,House,70000000,Very High,Gulshan-e-Iqbal Town,Karachi,8,3158.11,7,2019,7
4978,House,9100000,Low,Gadap Town,Karachi,3,1742.41,3,2019,7
4979,Flat,4500000,Low,Gulistan-e-Jauhar,Karachi,2,789.53,2,2019,7
4980,House,23500000,High,Scheme 33,Karachi,4,2504.71,3,2019,7
4982,House,10000000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
4983,House,15000000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
4985,House,14000000,Medium,Scheme 33,Karachi,2,1306.8,2,2019,7
4986,House,72500000,Very High,North Nazimabad,Karachi,6,6534.02,6,2019,7
4987,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4988,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4989,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4990,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4991,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4992,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4993,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4994,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4995,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4996,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4997,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4998,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4999,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5000,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5001,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5002,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5003,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5004,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5005,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5006,Flat,4500000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
5007,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5008,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5009,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5010,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5011,Flat,4500000,Low,Federal B Area,Karachi,2,735.08,2,2019,7
5012,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5013,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5014,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5015,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5016,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5017,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5018,Flat,7800000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5019,Flat,8000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
5020,Flat,16000000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
5021,House,12500000,Medium,Gadap Town,Karachi,5,1306.8,4,2019,7
5023,Flat,23500000,Very High,DHA Defence,Karachi,3,3021.99,3,2019,7
5025,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1660.73,3,2019,7
5026,Flat,18500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
5027,Flat,5000000,Medium,North Nazimabad,Karachi,2,1034.55,2,2019,7
5029,House,22000000,High,Scheme 33,Karachi,6,2178.01,6,2019,7
5030,House,66000000,Very High,DHA Defence,Karachi,6,3267.01,5,2019,7
5031,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,7,2613.61,6,2019,7
5033,House,12000000,Medium,Gulistan-e-Jauhar,Karachi,2,1306.8,2,2019,7
5034,Flat,4400000,Low,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
5035,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1007.33,2,2019,7
5036,House,143000000,Very High,DHA Defence,Karachi,6,10890.04,5,2019,7
5037,Flat,15000000,Very High,DHA Defence,Karachi,3,1524.61,3,2019,7
5039,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1579.06,3,2019,7
5040,House,21500000,High,Korangi,Karachi,6,1306.8,4,2019,7
5041,House,9000000,Low,North Karachi,Karachi,3,816.75,2,2019,7
5042,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1388.48,2,2019,7
5043,Flat,5650000,Medium,Federal B Area,Karachi,2,1034.55,2,2019,7
5044,Flat,16500000,Very High,Gulshan-e-Iqbal Town,Karachi,2,1388.48,2,2019,7
5087,Flat,15500000,Very High,Gulistan-e-Jauhar,Karachi,3,1878.53,3,2019,7
5090,Flat,11500000,High,Federal B Area,Karachi,3,1824.08,3,2019,7
5093,House,37000000,Very High,Gadap Town,Karachi,6,4356.02,6,2019,7
5094,House,7300000,Low,North Karachi,Karachi,2,1306.8,2,2019,7
5096,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5097,House,14500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5098,House,15500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5099,House,16500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5100,House,17500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5101,House,18500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5102,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5103,House,16000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5104,House,17000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5105,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5106,Flat,22500000,Very High,Clifton,Karachi,3,1932.98,3,2019,7
5110,House,81000000,Very High,DHA Defence,Karachi,4,5989.52,4,2019,7
5111,Flat,36500000,Very High,Clifton,Karachi,4,3158.11,4,2019,7
5112,Flat,25000000,Very High,Clifton,Karachi,3,2069.11,3,2019,7
5113,House,80000000,Very High,DHA Defence,Karachi,4,4356.02,4,2019,7
5114,Flat,6000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
5115,Flat,9200000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
5116,House,13200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5117,House,14500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5118,House,11000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
5119,House,22500000,High,North Karachi,Karachi,3,2613.61,3,2019,7
5121,House,13000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
5122,Flat,8500000,High,DHA Defence,Karachi,3,1334.03,3,2019,7
5124,Flat,12400000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5125,House,12500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
5126,Flat,12900000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5127,Flat,12200000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5129,Flat,12800000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5130,Flat,12700000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5131,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5132,Flat,12600000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5133,Flat,12300000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5134,Flat,9600000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5135,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5136,Flat,12100000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5137,Flat,12000000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5139,Flat,10000000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5140,Flat,9800000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5141,Flat,9700000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5143,Flat,10000000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5144,House,11000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
5145,Flat,6500000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5146,Flat,22000000,Very High,Clifton,Karachi,3,1932.98,3,2019,7
5147,Flat,6700000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5148,Flat,6600000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5149,Flat,6400000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5150,Flat,6300000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5151,Flat,6200000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5152,Flat,6100000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5153,Flat,6000000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5154,Flat,9900000,High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
5155,Flat,6200000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5156,Flat,13000000,High,Gulistan-e-Jauhar,Karachi,3,2123.56,3,2019,7
5158,Flat,13500000,Very High,North Nazimabad,Karachi,3,1633.51,3,2019,7
5160,Flat,8500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
5161,House,32000000,High,Scheme 33,Karachi,6,2613.61,7,2019,7
5162,Flat,9000000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
5167,Flat,4500000,Low,Scheme 33,Karachi,2,980.1,2,2019,7
5168,Flat,5500000,Medium,Scheme 33,Karachi,2,1143.45,2,2019,7
5173,House,192000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
5174,House,80000000,Very High,North Nazimabad,Karachi,6,5445.02,6,2019,7
5175,House,150000000,Very High,DHA Defence,Karachi,7,7078.53,6,2019,7
5176,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,4356.02,4,2019,7
5177,House,65000000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
5178,Flat,17500000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
5179,Flat,8000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
5180,Flat,9500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
5182,Flat,5200000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
5241,Flat,5800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
5242,House,7100000,Low,Gulistan-e-Jauhar,Karachi,2,871.2,2,2019,7
5243,Flat,8900000,High,North Nazimabad,Karachi,3,1279.58,2,2019,7
5245,Flat,3625000,Low,North Karachi,Karachi,2,843.98,2,2019,7
5246,Flat,24000000,Very High,Scheme 33,Karachi,2,3865.96,4,2019,7
5247,Flat,6500000,Medium,Scheme 33,Karachi,2,898.43,2,2019,7
5248,Flat,6500000,Medium,Scheme 33,Karachi,2,898.43,2,2019,7
5249,Flat,12500000,High,Scheme 33,Karachi,2,1987.43,3,2019,7
5250,Flat,12000000,High,Scheme 33,Karachi,2,1987.43,3,2019,7
5251,Flat,9500000,High,Scheme 33,Karachi,2,1742.41,2,2019,7
5252,Flat,7000000,Medium,Scheme 33,Karachi,2,1034.55,2,2019,7
5254,Flat,25000000,Very High,Scheme 33,Karachi,2,3865.96,4,2019,7
5255,Flat,25000000,Very High,Scheme 33,Karachi,2,3865.96,4,2019,7
5256,House,26000000,High,Scheme 33,Karachi,3,2178.01,6,2019,7
5257,House,25000000,High,Scheme 33,Karachi,3,2178.01,6,2019,7
5259,House,12500000,Medium,Scheme 33,Karachi,2,1306.8,3,2019,7
5260,House,14500000,Medium,Scheme 33,Karachi,2,1306.8,3,2019,7
5261,Flat,12500000,High,Scheme 33,Karachi,2,2178.01,2,2019,7
5262,Flat,22500000,Very High,Scheme 33,Karachi,2,2722.51,3,2019,7
5263,House,15000000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
5264,House,135000000,Very High,DHA Defence,Karachi,6,5445.02,8,2019,7
5265,House,13500000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
5266,Flat,8800000,High,North Nazimabad,Karachi,3,1579.06,3,2019,7
5267,House,27000000,High,Gulistan-e-Jauhar,Karachi,6,2178.01,6,2019,7
5268,House,7500000,Low,Scheme 33,Karachi,2,1306.8,2,2019,7
5270,House,9500000,Low,Gulistan-e-Jauhar,Karachi,2,1306.8,2,2019,7
5271,Flat,4500000,Low,North Nazimabad,Karachi,2,898.43,2,2019,7
5272,Flat,18000000,Very High,DHA Defence,Karachi,4,1987.43,3,2019,7
5273,House,110000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
5274,Flat,34000000,Very High,Clifton,Karachi,3,2967.54,3,2019,7
5276,House,60000000,Very High,Clifton,Karachi,5,2450.26,4,2019,7
5277,Flat,3300000,Low,Gadap Town,Karachi,2,871.2,2,2019,7
5278,House,21000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
5279,House,107500000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
5280,House,90000000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
5281,Flat,3200000,Low,Federal B Area,Karachi,1,707.85,2,2019,7
5283,House,120000000,Very High,DHA Defence,Karachi,5,10890.04,4,2019,7
5284,House,67500000,Very High,DHA Defence,Karachi,6,2178.01,5,2019,7
5285,House,120000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
5287,Flat,15000000,Very High,Scheme 33,Karachi,3,2286.91,3,2019,7
5289,Flat,14000000,Very High,Scheme 33,Karachi,3,2286.91,3,2019,7
5292,Flat,28000000,Very High,Clifton,Karachi,3,2069.11,3,2019,7
5296,Flat,15000000,Very High,Scheme 33,Karachi,3,2286.91,3,2019,7
5297,Flat,14000000,Very High,Scheme 33,Karachi,3,2286.91,3,2019,7
5299,Flat,20000000,Very High,Clifton,Karachi,2,1878.53,3,2019,7
5300,House,11500000,Medium,Gadap Town,Karachi,3,1306.8,3,2019,7
5302,Flat,35000000,Very High,Clifton,Karachi,3,2069.11,3,2019,7
5304,House,41500000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5305,House,26000000,High,Gulistan-e-Jauhar,Karachi,2,3267.01,3,2019,7
5306,House,14500000,Medium,Gulistan-e-Jauhar,Karachi,2,1306.8,4,2019,7
5307,Flat,5000000,Medium,Gulistan-e-Jauhar,Karachi,2,1334.03,2,2019,7
5308,House,9000000,Low,Gulistan-e-Jauhar,Karachi,2,1306.8,2,2019,7
5309,House,45000000,Very High,DHA Defence,Karachi,4,1089.0,3,2019,7
5310,Flat,13500000,Very High,North Nazimabad,Karachi,3,1633.51,3,2019,7
5312,House,160000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
5313,Flat,16500000,Very High,Gulistan-e-Jauhar,Karachi,3,2232.46,3,2019,7
5314,Flat,5500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
5315,House,33500000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
5316,House,48500000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5317,House,42500000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
5318,House,52500000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5319,House,55000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5320,House,32500000,High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
5321,House,32500000,High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
5322,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5323,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
5324,House,65000000,Very High,Gulshan-e-Iqbal Town,Karachi,8,4356.02,8,2019,7
5325,House,24500000,High,Gulistan-e-Jauhar,Karachi,5,4356.02,4,2019,7
5326,Flat,31000000,Very High,Clifton,Karachi,4,2423.03,3,2019,7
5328,Flat,13000000,High,DHA Defence,Karachi,4,1633.51,3,2019,7
5329,Flat,6500000,Medium,North Nazimabad,Karachi,2,1089.0,2,2019,7
5330,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
5331,House,60000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,3158.11,3,2019,7
5332,Flat,30000000,Very High,Clifton,Karachi,3,2423.03,3,2019,7
5333,Flat,19000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
5334,House,100000000,Very High,DHA Defence,Karachi,5,5445.02,4,2019,7
5335,House,125000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
5336,House,37500000,Very High,DHA Defence,Karachi,4,2178.01,3,2019,7
5337,Flat,10500000,High,North Nazimabad,Karachi,2,1279.58,2,2019,7
5338,House,105000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
5370,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
5371,Flat,3500000,Low,Gulistan-e-Jauhar,Karachi,2,816.75,2,2019,7
5372,Flat,8000000,High,DHA Defence,Karachi,3,1388.48,3,2019,7
5373,House,55000000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
5374,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
5375,House,18500000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
5377,House,50000000,Very High,North Nazimabad,Karachi,4,4356.02,6,2019,7
5380,House,16500000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
5381,House,33000000,Very High,Scheme 33,Karachi,6,2178.01,6,2019,7
5382,House,65000000,Very High,DHA Defence,Karachi,6,1633.51,5,2019,7
5383,House,67500000,Very High,DHA Defence,Karachi,7,2178.01,6,2019,7
5384,House,57500000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
5385,House,72500000,Very High,DHA Defence,Karachi,5,3267.01,4,2019,7
5386,House,75000000,Very High,DHA Defence,Karachi,6,3267.01,5,2019,7
5387,House,200000000,Very High,DHA Defence,Karachi,6,7078.53,6,2019,7
5388,House,220000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
5391,Flat,27500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,3267.01,3,2019,7
5392,Flat,82000000,Very High,Clifton,Karachi,4,4247.12,3,2019,7
5393,Flat,13000000,High,DHA Defence,Karachi,3,1279.58,3,2019,7
5394,Flat,12500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
5395,Flat,6500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
5396,Flat,8500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
5397,House,180000000,Very High,DHA Defence,Karachi,7,7078.53,6,2019,7
5398,House,180000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
5399,House,150000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
5400,House,150000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
5401,House,165000000,Very High,DHA Defence,Karachi,6,6534.02,6,2019,7
5402,House,150000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
5403,Flat,17000000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
5404,Flat,9500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
5405,Flat,12500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
5406,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
5407,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
5409,House,37500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2613.61,4,2019,7
5410,House,57500000,Very High,Gulshan-e-Iqbal Town,Karachi,8,3267.01,7,2019,7
5411,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,7,3430.36,6,2019,7
5412,House,105000000,Very High,DHA Defence,Karachi,4,5445.02,4,2019,7
5414,House,200000000,Very High,DHA Defence,Karachi,6,7078.53,6,2019,7
5416,Flat,7000000,Medium,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
5417,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
5418,Flat,4500000,Low,Gulistan-e-Jauhar,Karachi,2,789.53,2,2019,7
5419,Flat,7500000,Medium,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
5420,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
5422,Flat,8500000,High,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
5423,Flat,7500000,Medium,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
5424,Flat,7500000,Medium,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
5425,House,24000000,High,Scheme 33,Karachi,8,2178.01,7,2019,7
5426,Flat,5500000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
5429,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
5430,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5431,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5432,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5433,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5434,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5435,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5436,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5437,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5438,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5439,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5440,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5441,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5442,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5443,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5444,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5445,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5446,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5447,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5448,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5449,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5450,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,1932.98,3,2019,7
5451,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5452,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5453,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5454,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5455,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5456,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5457,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5458,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5459,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5460,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5461,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5462,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5463,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5464,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5465,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5466,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5467,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5468,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
5469,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1388.48,2,2019,7
5470,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1388.48,2,2019,7
5471,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1388.48,2,2019,7
5472,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1388.48,2,2019,7
